Transport Layer,Source IP,Dest IP,Source Port,Dest Port,Packet Length,Attack Length,Target
tcp,192.168.3.52,39.144.22.100,6363,57726,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,56267,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,56290,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,56296,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,56292,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,56282,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,57728,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,57731,52,0,0
tcp,39.144.22.100,192.168.3.52,50326,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,50330,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,56278,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,48808,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,57725,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,56264,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,56275,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,50332,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,51781,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,51779,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,48796,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,47357,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,56279,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,56286,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,50307,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,56293,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,56284,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,56274,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,56291,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,50342,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,57730,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,56294,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,50322,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,45845,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,50327,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,56265,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,56297,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,57727,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,56262,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,56283,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,56260,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,50319,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,50339,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,45847,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,50316,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,45851,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,51780,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,56270,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,56281,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,56285,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,57729,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,51773,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,56268,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,45858,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,56273,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,56276,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,56271,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,56280,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,51791,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,50295,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,51778,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,56288,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,45835,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,56261,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,57724,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,56295,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,48805,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,45838,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,56266,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,56287,6363,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,56261,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,56288,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,56276,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,56268,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,56285,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,56281,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,56260,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,56262,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,56265,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,56291,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,56284,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,56293,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,56286,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,56275,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,56264,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,57725,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,56278,52,0,0
tcp,39.144.22.100,192.168.3.52,50324,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,51783,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,57733,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,53270,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,51808,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,51818,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,53261,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,53318,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,53315,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,47348,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,51814,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,51796,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,51803,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,53262,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,51811,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,53317,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,51825,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,50344,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,50320,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,47364,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,57743,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,57738,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,51805,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,57737,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,51788,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,50325,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,45856,6363,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,57737,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,57738,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,57743,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,57733,52,0,0
tcp,39.144.22.100,192.168.3.52,53279,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,45844,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,51830,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,53272,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,51833,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,51775,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,45860,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,50314,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,51798,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,51794,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,51795,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,50345,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,51820,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,45852,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,51793,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,45849,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,45832,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,51792,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,51799,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,51786,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,51802,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,47344,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,51776,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,53271,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,51827,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,48826,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,53260,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,50331,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,51797,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,57745,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,53273,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,57748,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,53274,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,57751,6363,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,57751,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,57748,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,57745,52,0,0
tcp,39.144.22.100,192.168.3.52,57752,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,51823,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,57765,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,57757,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,57755,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,51819,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,51800,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,57760,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,50328,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,50321,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,57750,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,57756,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,57749,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,57746,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,57753,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,57747,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,57761,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,57759,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,57754,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,57758,6363,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,57758,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,57754,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,57759,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,57761,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,57747,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,57753,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,57746,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,57749,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,57756,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,57750,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,57760,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,57755,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,57757,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,57765,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,57752,52,0,0
tcp,39.144.22.100,192.168.3.52,57780,6363,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,57780,52,0,0
tcp,39.144.22.100,192.168.3.52,59218,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,57778,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,57783,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,57784,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,57785,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,57782,6363,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,57783,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,57778,52,0,0
tcp,39.144.22.100,192.168.3.52,57775,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,59212,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,57769,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,57781,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,57767,6363,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,57781,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,57769,52,0,0
tcp,39.144.22.100,192.168.3.52,57766,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,57768,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,57763,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,57779,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,59221,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,57764,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,57762,6363,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,57762,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,57764,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,59221,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,57763,52,0,0
tcp,39.144.22.100,192.168.3.52,59235,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,59223,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,59227,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,59232,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,59220,6363,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,59220,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,59232,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,59227,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,59223,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,59235,52,0,0
tcp,39.144.22.100,192.168.3.52,57776,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,59241,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,59236,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,59213,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,59216,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,59215,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,59219,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,59214,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,59217,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,57774,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,57771,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,57773,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,57777,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,57772,6363,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,59214,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,59236,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,59241,52,0,0
tcp,39.144.22.100,192.168.3.52,59250,6363,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,59250,52,0,0
tcp,39.144.22.100,192.168.3.52,59254,6363,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,59254,52,0,0
tcp,39.144.22.100,192.168.3.52,59247,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,59256,6363,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,59256,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,59247,52,0,0
tcp,39.144.22.100,192.168.3.52,59249,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,59246,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,59240,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,59251,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,59242,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,59262,6363,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,59262,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,59242,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,59251,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,59240,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,59246,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,59249,52,0,0
tcp,39.144.22.100,192.168.3.52,59257,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,59258,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,59238,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,59248,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,59244,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,59239,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,59252,6363,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,59252,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,59239,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,59244,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,59248,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,59238,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,59258,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,59257,52,0,0
tcp,39.144.22.100,192.168.3.52,59269,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,60701,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,59259,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,59264,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,59270,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,59267,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,59273,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,60707,6363,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,60707,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,59273,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,59267,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,59270,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,59264,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,59259,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,60701,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,59269,52,0,0
tcp,39.144.22.100,192.168.3.52,59263,6363,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,51826,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,51816,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,51812,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,51828,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,53276,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,53267,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,53264,52,0,0
tcp,39.144.22.100,192.168.3.52,59272,6363,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,53263,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,53280,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,51831,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,53277,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,51801,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,53268,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,51813,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,53265,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,51829,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,53266,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,51824,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,53269,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,51832,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,51790,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,51821,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,51822,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,53275,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,51810,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,51817,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,51815,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,53307,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,53284,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,53286,52,0,0
tcp,39.144.22.100,192.168.3.52,59260,6363,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,59260,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,59272,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,59263,52,0,0
tcp,39.144.22.100,192.168.3.52,59261,6363,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,59261,52,0,0
tcp,39.144.22.100,192.168.3.52,59266,6363,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,59266,52,0,0
tcp,39.144.22.100,192.168.3.52,60722,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,60721,6363,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,60721,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,60722,52,0,0
tcp,39.144.22.100,192.168.3.52,60724,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,60725,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,60723,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,60733,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,60738,6363,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,60738,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,60733,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,60723,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,60725,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,60724,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,53306,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,54750,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,53291,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,53301,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,53281,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,53312,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,53308,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,53305,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,53294,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,54748,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,53287,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,53292,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,53303,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,53288,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,53310,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,53293,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,53296,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,53319,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,53290,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,54749,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,54798,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,54795,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,54801,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,54785,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,54786,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,54790,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,54772,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,54755,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,54752,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,54757,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,54779,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,54781,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,54775,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,54800,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,54770,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,54776,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,54758,52,0,0
tcp,39.144.22.100,192.168.3.52,60743,6363,52,0,0
tcp,39.144.22.100,192.168.3.52,60731,6363,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,54791,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,54762,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,54769,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,54773,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,54766,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,54783,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,54794,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,54767,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,54761,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,54777,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,54760,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,54759,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,54754,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,54753,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,54780,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,54751,52,0,0
tcp,39.144.22.100,192.168.3.52,60734,6363,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,54764,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,56249,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,54784,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,56263,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,56259,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,57731,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,57728,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,56282,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,56292,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,56296,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,56290,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,56267,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,57726,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,56269,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,56277,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,56289,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,56272,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,56278,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,57725,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,56264,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,56275,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,56286,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,56293,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,56284,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,56291,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,56265,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,56262,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,56260,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,56281,52,0,0
tcp,39.144.22.100,192.168.3.52,60737,6363,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,56285,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,56268,52,0,0
tcp,192.168.3.52,39.144.22.100,6363,56276,52,0,0
